category_name,original_text,created_text,name,model_name,prompt_type,Rouge-L-Score,BLEU,Semantic_Similarity,METEOR_Score,orig_complete_hierarchy,orig_child_only,created_complete_hierarchy,created_child_only
Product Design,"A light designed for mountain bikers so you ride faster, be safer, and have more fun with wide beam optic and active light control.","The brand Product Design embodies innovation and user-centered solutions, merging functional precision with aesthetic simplicity to address real-world challenges through thoughtful, durable design. The MB6 Mountain Bike Light exemplifies this ethos, offering a rugged, weather-resistant lighting system tailored for demanding trails. Its high-performance illumination, extended battery life, and intuitive controls prioritize rider safety and seamless integration into the biking experience, reflecting the brand’s commitment to harmonizing technical excellence with user needs.",The MB6 Mountain Bike Light,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.034, 'Recall': 0.417, 'F1': 0.062}",0.002,0.396,0.144,[],[],"['Ethos', 'Glittering generalities (Virtue)', 'Ad Hominem', 'Smears', 'Pathos', 'Loaded Language']","['Glittering generalities (Virtue)', 'Smears', 'Loaded Language']"
Product Design,Motorized | Fully Cyclic | Closed Loop | Random Routes | Dinosaur Factory | GBC Building Brick Set,"JMBricklayer’s Product Design ethos centers on merging imaginative aesthetics with functional craftsmanship, creating engaging, high-quality builds that blend art and engineering. The Steampunk Marble Run 70003 epitomizes this vision, offering a meticulously detailed, gear-driven track set that combines Victorian-industrial motifs with dynamic play. Designed for enthusiasts and collectors, it transforms marble motion into a mesmerizing steampunk spectacle, showcasing the brand’s commitment to innovative design, tactile creativity, and storytelling through interactive construction.",JMBricklayer Steampunk Marble Run 70003,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.006, 'Recall': 0.154, 'F1': 0.011}",0.001,0.296,0.018,"['Ethos', 'Ad Hominem', 'Name calling/Labeling']",['Name calling/Labeling'],"['Ethos', 'Glittering generalities (Virtue)', 'Ad Hominem', 'Name calling/Labeling', 'Smears', 'Pathos', 'Loaded Language']","['Glittering generalities (Virtue)', 'Name calling/Labeling', 'Smears', 'Loaded Language']"
Public Art,"Adventures in Being (small) addresses the shared human experience of fitting the body in spaces, corporally and conceptually","Public Art is a brand dedicated to creating participatory, community-driven experiences through interactive installations that transform public spaces into arenas for collective engagement and self-reflection. The project *Adventures in Being (in Mexico)* embodies this ethos by inviting participants to explore human connection, spontaneity, and introspection through playful, site-specific interventions in urban environments, blending art, technology, and social interaction to foster empathy and reimagine shared spaces as catalysts for meaningful dialogue and communal identity.",Adventures in Being (in Mexico),deepseek-ai/deepseek-r1,generic,"{'Precision': 0.038, 'Recall': 0.556, 'F1': 0.071}",0.007,0.253,0.191,"['Pathos', 'Loaded Language']",['Loaded Language'],"['Ethos', 'Pathos', 'Loaded Language']",['Loaded Language']
Public Art,"The Bottlecap Gazebo is a gathering place made of lumber, steel and about 100,000 bottlecaps made for Burning Man 2012.","Public Art is a brand dedicated to merging sustainability, community engagement, and creativity by transforming discarded materials into meaningful art. The Bottlecap Gazebo exemplifies this mission as a collaborative installation crafted from thousands of recycled bottle caps, designed to serve as both a functional community space and a vivid symbol of environmental stewardship. By repurposing waste into a vibrant, accessible structure, the project highlights the potential for collective action to reimagine resources, foster ecological awareness, and inspire beauty through everyday materials.",Bottlecap Gazebo,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.034, 'Recall': 0.476, 'F1': 0.063}",0.007,0.459,0.173,[],[],"['Ethos', 'Glittering generalities (Virtue)', 'Ad Hominem', 'Pathos', 'Loaded Language']","['Glittering generalities (Virtue)', 'Loaded Language']"
Public Art,Defeat Donald Trump again this November with get-out-the-vote activations—led by artists—across 4+ battleground states.,"Public Art is a brand dedicated to harnessing the transformative power of art in public spaces to foster community engagement, social dialogue, and cultural inclusivity. Its 2024 initiative, *Artists For Democracy*, mobilizes global artists to create participatory installations, murals, and digital works that amplify democratic values, civic responsibility, and voter awareness. By merging creative expression with activism, the project aims to inspire collective action, bridge societal divides, and reinforce democracy as a living, accessible practice—turning public spaces into platforms for unity, education, and empowerment ahead of critical elections worldwide.",Artists For Democracy 2024,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.012, 'Recall': 0.263, 'F1': 0.023}",0.001,0.341,0.04,"['Ethos', 'Glittering generalities (Virtue)', 'Ad Hominem']",['Glittering generalities (Virtue)'],"['Logos', 'Justification', 'Slogans', 'Pathos', 'Loaded Language']","['Slogans', 'Loaded Language']"
Publishing,"A zine about surfing, place, desire, embodiment & becoming skillful: a paen to coastal Maine, no spots named.","Publishing is a brand dedicated to capturing the raw, authentic spirit of surf culture and coastal life through storytelling, with a focus on underrepresented communities. Its project, *One More: A Maine Surf Zine*, distills this ethos by spotlighting Maine’s unique cold-water surfing scene, blending personal narratives, striking photography, and art to celebrate the resilience and camaraderie of local surfers. The zine embodies the tension between Maine’s rugged, unforgiving environment and the surfers’ relentless passion, framing their pursuit of ""one more wave"" as a metaphor for perseverance and connection to nature. It’s a tribute to the state’s unsung surf culture, preserving its stories while inviting outsiders to appreciate its stark beauty and tight-knit community.",One More: A Maine Surf Zine,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.027, 'Recall': 0.588, 'F1': 0.051}",0.003,0.576,0.143,"['Ethos', 'Ad Hominem']",[],"['Ethos', 'Glittering generalities (Virtue)', 'Ad Hominem', 'Smears', 'Pathos', 'Loaded Language']","['Glittering generalities (Virtue)', 'Smears', 'Loaded Language']"
Publishing,"Ahh, the good old ZX Spectrum days!","Publishing is a brand dedicated to preserving and celebrating retro computing and gaming heritage through archival projects and immersive storytelling. Its initiative, *ZX Dreams*, embodies this mission by curating a collaborative anthology that revives the creative spirit of the ZX Spectrum era, blending vintage aesthetics with modern technology. The project unites developers, artists, and writers to reimagine classic software, art, and narratives, fostering a bridge between nostalgic enthusiasts and new audiences. By honoring the past while innovating for the present, *ZX Dreams* ensures the enduring relevance of retro computing culture in today’s digital landscape.",ZX Dreams,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.008, 'Recall': 0.571, 'F1': 0.016}",0.002,0.377,0.045,[],[],"['Ethos', 'Glittering generalities (Virtue)', 'Pathos', 'Loaded Language']","['Glittering generalities (Virtue)', 'Loaded Language']"
Publishing,A devotional manual of authentic Santa Muerte ritual and practice as captured by Ed Calderon and annotated by Hoodoo Moses.,"**Publishing** is dedicated to curating spiritually enriching, culturally resonant works that bridge ancient traditions with contemporary seekers. *La Santa & The Monk: A Santa Muerte Devotional Manual* embodies this mission as a practical, reverent guide to venerating Santa Muerte, blending historical context, ritual guidance, prayers, and personal insights from devotees. It demystifies this Mexican folk saint’s veneration, offering both newcomers and seasoned practitioners an accessible, heartfelt framework to deepen their devotion, emphasizing empowerment, reverence, and the transformative power of faith in daily life.",La Santa & The Monk: A Santa Muerte Devotional Manual,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.028, 'Recall': 0.5, 'F1': 0.053}",0.005,0.612,0.157,"['Ethos', 'Ad Hominem', 'Smears']",['Smears'],"['Ethos', 'Ad Hominem', 'Smears', 'Pathos', 'Loaded Language']","['Smears', 'Loaded Language']"
Puzzles,Jigsaw Puzzles With a Twist - Where Finishing Is Just The Beginning! Three New Game Puzzles.,"Puzzles is a brand dedicated to reimagining creative engagement through visually captivating, interactive challenges, with **Vizzles 🧩 Visual Puzzles ✨ Series 12** epitomizing its mission to merge art, problem-solving, and play. This project offers a curated collection of intricate, aesthetically rich puzzles that blend abstract design with intuitive logic, inviting users to decode patterns, uncover hidden connections, and experience the joy of discovery. By harmonizing minimalist elegance with layered complexity, Vizzles stimulates both imagination and cognitive agility, appealing to casual enthusiasts and dedicated solvers alike as a celebration of mindful, visually driven exploration.",Vizzles 🧩 Visual Puzzles ✨ Series 12,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.018, 'Recall': 0.4, 'F1': 0.035}",0.002,0.354,0.079,[],[],"['Ethos', 'Ad Hominem', 'Smears', 'Pathos', 'Loaded Language']","['Smears', 'Loaded Language']"
Puzzles,"The neXt generation, shape-shifting, 3D logic puzzle.","Puzzles is a brand centered on fostering creativity, collaboration, and intellectual exploration through innovative problem-solving experiences. Its flagship project, **The X-Cube**, embodies this ethos as a modular, multi-dimensional puzzle platform that challenges users to reconfigure interconnected components, blending logic, design, and interdisciplinary thinking. By merging physical and digital elements, The X-Cube encourages adaptive learning and teamwork, reflecting the brand’s mission to transform abstract ideas into tangible solutions while redefining engagement in education, technology, and play.",The X-Cube,deepseek-ai/deepseek-r1,generic,"{'Precision': 0.006, 'Recall': 0.25, 'F1': 0.011}",0.001,0.218,0.061,[],[],"['Ethos', 'Glittering generalities (Virtue)', 'Pathos', 'Loaded Language']","['Glittering generalities (Virtue)', 'Loaded Language']"
